mass,weighing,date,ratname,tech,timeval
23.31,1104764,2022-12-08,Y501,JL,0 days 08:24:28
26.40,1104766,2022-12-08,Y502,JL,0 days 08:25:10
0.00,1104839,2022-12-08,W600,FW,0 days 18:16:36
22.60,1104913,2022-12-09,R501,JL,0 days 08:58:55
26.41,1104920,2022-12-09,Y502,JL,0 days 09:05:20
23.20,1104921,2022-12-09,Y501,JL,0 days 09:05:58
0.00,1104982,2022-12-09,W600,FW,0 days 17:36:59
22.50,1105031,2022-12-10,R501,ER,0 days 06:44:00
23.60,1105048,2022-12-10,Y501,ER,0 days 09:13:22
26.61,1105049,2022-12-10,Y502,ER,0 days 09:14:20
22.52,1105165,2022-12-11,R501,ER,0 days 07:01:22
23.31,1105183,2022-12-11,Y501,ER,0 days 09:22:57
26.30,1105187,2022-12-11,Y502,ER,0 days 09:25:38
26.80,1105454,2022-12-13,R501,JL,0 days 08:50:10
27.00,1105466,2022-12-13,Y501,JL,0 days 08:55:46
28.76,1105472,2022-12-13,Y502,JL,0 days 08:58:49
24.64,1105604,2022-12-14,R501,JL,0 days 08:48:44
27.62,1105612,2022-12-14,Y502,JL,0 days 08:51:40
24.51,1105618,2022-12-14,Y501,JL,0 days 08:53:52
23.80,1105736,2022-12-15,R501,JL,0 days 08:44:00
27.23,1105741,2022-12-15,Y502,JL,0 days 08:47:07
24.19,1105746,2022-12-15,Y501,JL,0 days 08:49:03
23.35,1105890,2022-12-16,R501,JL,0 days 08:53:21
23.90,1105896,2022-12-16,Y501,JL,0 days 08:56:58
26.81,1105899,2022-12-16,Y502,JL,0 days 08:58:32
23.10,1105998,2022-12-17,R501,ER,0 days 06:32:10
23.89,1106018,2022-12-17,Y501,ER,0 days 08:50:35
27.05,1106020,2022-12-17,Y502,ER,0 days 08:52:41
22.92,1106136,2022-12-18,R501,ER,0 days 06:36:28
23.91,1106143,2022-12-18,Y501,ER,0 days 09:04:46
27.14,1106144,2022-12-18,Y502,ER,0 days 09:05:45
0.00,1106330,2022-12-19,R501,FW,0 days 23:52:01
0.00,1106335,2022-12-19,Y501,FW,0 days 23:52:01
0.00,1106336,2022-12-19,Y502,FW,0 days 23:52:01
25.92,1106406,2022-12-20,R501,JL,0 days 09:03:26
29.01,1106420,2022-12-20,Y502,JL,0 days 09:09:11
25.70,1106422,2022-12-20,Y501,JL,0 days 09:10:14
24.55,1106561,2022-12-21,R501,JL,0 days 08:26:26
24.89,1106571,2022-12-21,Y501,JL,0 days 08:30:10
27.95,1106573,2022-12-21,Y502,JL,0 days 08:32:28
24.10,1106701,2022-12-22,R501,JL,0 days 08:38:30
24.72,1106713,2022-12-22,Y501,JL,0 days 08:46:22
27.40,1106715,2022-12-22,Y502,JL,0 days 08:47:12
23.78,1106840,2022-12-23,R501,JL,0 days 08:41:10
24.88,1106845,2022-12-23,Y501,JL,0 days 08:43:46
27.16,1106846,2022-12-23,Y502,JL,0 days 08:44:34
0.00,1106978,2022-12-24,R501,FW,0 days 23:52:16
0.00,1107013,2022-12-24,Y501,FW,0 days 23:52:16
0.00,1107014,2022-12-24,Y502,FW,0 days 23:52:16
0.00,1107086,2022-12-25,R501,FW,0 days 23:52:14
0.00,1107121,2022-12-25,Y501,FW,0 days 23:52:14
0.00,1107122,2022-12-25,Y502,FW,0 days 23:52:14
0.00,1107195,2022-12-26,R501,FW,0 days 23:52:13
0.00,1107230,2022-12-26,Y501,FW,0 days 23:52:13
0.00,1107231,2022-12-26,Y502,FW,0 days 23:52:13
0.00,1107303,2022-12-27,R501,FW,0 days 23:51:27
0.00,1107338,2022-12-27,Y501,FW,0 days 23:51:27
0.00,1107339,2022-12-27,Y502,FW,0 days 23:51:27
0.00,1107411,2022-12-28,R501,FW,0 days 23:52:05
0.00,1107446,2022-12-28,Y501,FW,0 days 23:52:05
0.00,1107447,2022-12-28,Y502,FW,0 days 23:52:05
0.00,1107519,2022-12-29,R501,FW,0 days 23:52:18
0.00,1107554,2022-12-29,Y501,FW,0 days 23:52:18
0.00,1107555,2022-12-29,Y502,FW,0 days 23:52:18
0.00,1107627,2022-12-30,R501,FW,0 days 23:51:48
0.00,1107662,2022-12-30,Y501,FW,0 days 23:51:48
0.00,1107663,2022-12-30,Y502,FW,0 days 23:51:48
0.00,1107735,2022-12-31,R501,FW,0 days 23:51:46
0.00,1107770,2022-12-31,Y501,FW,0 days 23:51:46
0.00,1107771,2022-12-31,Y502,FW,0 days 23:51:46
0.00,1107843,2023-01-01,R501,FW,0 days 23:51:49
0.00,1107878,2023-01-01,Y501,FW,0 days 23:51:49
0.00,1107879,2023-01-01,Y502,FW,0 days 23:51:49
0.00,1107912,2023-01-02,R501,FW,0 days 23:52:47
0.00,1107921,2023-01-02,Y501,FW,0 days 23:52:47
0.00,1107922,2023-01-02,Y502,FW,0 days 23:52:47
24.72,1108053,2023-01-03,R501,JL,0 days 09:12:13
24.65,1108059,2023-01-03,Y501,JL,0 days 09:15:12
24.90,1108063,2023-01-03,Y502,JL,0 days 09:16:44
21.97,1108065,2023-01-03,W600,WS,0 days 15:50:39
24.10,1108230,2023-01-04,R501,JL,0 days 08:57:52
25.71,1108239,2023-01-04,Y502,JL,0 days 09:01:28
23.98,1108242,2023-01-04,Y501,JL,0 days 09:02:44
0.00,1108301,2023-01-04,W600,FW,0 days 23:52:31
24.18,1108375,2023-01-05,Y501,JL,0 days 09:09:25
25.10,1108380,2023-01-05,Y502,JL,0 days 09:11:13
19.46,1108388,2023-01-05,W600,JL,0 days 09:16:42
23.30,1108392,2023-01-05,R501,JL,0 days 09:19:17
23.09,1108527,2023-01-06,R501,JL,0 days 08:28:40
23.27,1108534,2023-01-06,Y501,JL,0 days 08:32:59
24.98,1108537,2023-01-06,Y502,JL,0 days 08:34:07
20.00,1108542,2023-01-06,W600,JL,0 days 10:24:31
23.15,1108637,2023-01-07,R501,ER,0 days 06:11:28
23.20,1108645,2023-01-07,Y501,ER,0 days 08:42:39
25.67,1108649,2023-01-07,Y502,ER,0 days 08:43:57
0.00,1108722,2023-01-07,W600,FW,0 days 23:52:34
22.77,1108765,2023-01-08,R501,ER,0 days 06:14:43
23.18,1108771,2023-01-08,Y501,ER,0 days 08:35:51
25.89,1108775,2023-01-08,Y502,ER,0 days 08:39:00
0.00,1108861,2023-01-08,W600,FW,0 days 23:52:31
22.52,1108917,2023-01-09,R501,JY,0 days 10:40:45
25.86,1108922,2023-01-09,Y502,JY,0 days 10:48:05
22.98,1108925,2023-01-09,Y501,JY,0 days 10:51:34
16.61,1108948,2023-01-09,W600,WS,0 days 14:32:49
22.38,1109074,2023-01-10,R501,JL,0 days 08:52:10
23.80,1109081,2023-01-10,Y501,JL,0 days 08:56:04
26.31,1109084,2023-01-10,Y502,JL,0 days 08:57:22
20.30,1109089,2023-01-10,W600,WS,0 days 12:31:50
22.34,1109215,2023-01-11,R501,JL,0 days 09:05:31
26.61,1109222,2023-01-11,Y502,JL,0 days 09:09:55
23.70,1109224,2023-01-11,Y501,JL,0 days 09:10:54
20.97,1109228,2023-01-11,W600,WS,0 days 13:09:45
22.13,1109352,2023-01-12,R501,JL,0 days 09:13:51
24.33,1109357,2023-01-12,Y501,JL,0 days 09:16:37
26.61,1109360,2023-01-12,Y502,JL,0 days 09:17:52
21.17,1109364,2023-01-12,W600,WS,0 days 12:52:34
22.38,1109464,2023-01-13,R501,ER,0 days 07:49:33
24.56,1109471,2023-01-13,Y501,ER,0 days 10:10:43
26.59,1109473,2023-01-13,Y502,ER,0 days 10:12:29
20.80,1109477,2023-01-13,W600,WS,0 days 12:09:15
22.36,1109590,2023-01-14,R501,ER,0 days 05:57:28
24.55,1109596,2023-01-14,Y501,ER,0 days 08:16:21
26.72,1109597,2023-01-14,Y502,ER,0 days 08:17:18
20.46,1109626,2023-01-14,W600,WS,0 days 11:24:54
22.19,1109756,2023-01-15,R501,WS,0 days 11:21:19
23.75,1109766,2023-01-15,Y501,WS,0 days 11:36:50
25.80,1109768,2023-01-15,Y502,WS,0 days 11:38:42
20.09,1109771,2023-01-15,W600,WS,0 days 11:47:24
19.89,1109909,2023-01-16,W600,WS,0 days 11:21:19
0.00,1109970,2023-01-16,R501,FW,0 days 23:52:20
0.00,1109973,2023-01-16,Y501,FW,0 days 23:52:20
23.42,1110049,2023-01-17,R501,JL,0 days 08:56:33
22.90,1110056,2023-01-17,Y501,JL,0 days 08:59:38
24.97,1110058,2023-01-17,Y502,JL,0 days 09:00:53
19.51,1110062,2023-01-17,W600,WS,0 days 12:32:12
23.10,1110198,2023-01-18,R501,JL,0 days 08:44:02
23.41,1110207,2023-01-18,Y501,JL,0 days 08:48:45
24.92,1110209,2023-01-18,Y502,JL,0 days 08:49:58
19.79,1110211,2023-01-18,W600,WS,0 days 12:36:14
22.65,1110345,2023-01-19,R501,JL,0 days 09:24:03
23.38,1110352,2023-01-19,Y501,JL,0 days 09:28:07
24.90,1110354,2023-01-19,Y502,JL,0 days 09:29:16
19.28,1110358,2023-01-19,W600,WS,0 days 13:11:33
22.91,1110485,2023-01-20,R501,JL,0 days 09:26:51
23.84,1110494,2023-01-20,Y501,JL,0 days 09:31:27
25.07,1110496,2023-01-20,Y502,JL,0 days 09:32:29
19.59,1110498,2023-01-20,W600,WS,0 days 13:09:11
23.49,1110604,2023-01-21,R501,ER,0 days 06:45:00
24.90,1110623,2023-01-21,Y502,ER,0 days 09:05:39
24.61,1110627,2023-01-21,Y501,ER,0 days 09:07:16
0.00,1110701,2023-01-21,W600,FW,0 days 23:52:13
23.44,1110748,2023-01-22,R501,ER,0 days 07:32:45
24.50,1110754,2023-01-22,Y501,ER,0 days 07:36:48
25.10,1110757,2023-01-22,Y502,ER,0 days 07:38:12
0.00,1110837,2023-01-22,W600,FW,0 days 23:52:58
20.00,1110901,2023-01-23,W600,WS,0 days 12:16:23
25.34,1111035,2023-01-24,R501,JL,0 days 08:45:14
24.80,1111046,2023-01-24,Y501,JL,0 days 08:50:00
28.10,1111050,2023-01-24,Y502,JL,0 days 08:51:30
19.79,1111055,2023-01-24,W600,WS,0 days 12:30:57
24.44,1111180,2023-01-25,R501,JL,0 days 09:11:59
27.30,1111189,2023-01-25,Y502,JL,0 days 09:16:28
24.36,1111192,2023-01-25,Y501,JL,0 days 09:17:41
19.51,1111195,2023-01-25,W600,WS,0 days 12:50:43
23.90,1111324,2023-01-26,R501,JW,0 days 10:52:14
24.19,1111333,2023-01-26,Y501,JW,0 days 11:07:16
26.39,1111339,2023-01-26,Y502,JW,0 days 11:08:59
19.04,1111344,2023-01-26,W600,WS,0 days 11:26:31
23.31,1111462,2023-01-27,R501,JL,0 days 08:37:55
23.90,1111470,2023-01-27,Y501,JL,0 days 08:42:02
25.90,1111471,2023-01-27,Y502,JL,0 days 08:42:53
18.83,1111486,2023-01-27,W600,WS,0 days 12:11:21
19.54,1111617,2023-01-28,W600,WS,0 days 11:38:54
23.23,1111622,2023-01-28,R501,JW,0 days 13:09:56
24.23,1111626,2023-01-28,Y501,JW,0 days 13:11:54
25.42,1111629,2023-01-28,Y502,JW,0 days 13:12:50
23.24,1111736,2023-01-29,R501,ER,0 days 06:42:48
24.12,1111743,2023-01-29,Y501,ER,0 days 06:48:38
25.53,1111745,2023-01-29,Y502,ER,0 days 06:50:04
0.00,1111821,2023-01-29,W600,FW,0 days 23:52:17
19.29,1111890,2023-01-30,W600,WS,0 days 10:36:00
0.00,1111956,2023-01-30,Y501,FW,0 days 23:52:08
28.60,1112038,2023-01-31,R501,JL,0 days 09:15:29
28.20,1112048,2023-01-31,Y501,JL,0 days 09:19:10
31.49,1112050,2023-01-31,Y502,JL,0 days 09:20:00
19.36,1112056,2023-01-31,W600,WS,0 days 12:52:20
25.08,1112172,2023-02-01,R501,JL,0 days 08:46:36
26.30,1112182,2023-02-01,Y501,JL,0 days 08:50:41
28.42,1112188,2023-02-01,Y502,JL,0 days 08:53:02
19.04,1112202,2023-02-01,W600,WS,0 days 12:34:26
24.30,1112335,2023-02-02,R501,JL,0 days 09:19:46
25.17,1112344,2023-02-02,Y501,JL,0 days 09:23:57
27.25,1112346,2023-02-02,Y502,JL,0 days 09:25:11
19.24,1112349,2023-02-02,W600,WS,0 days 13:04:11
23.87,1112476,2023-02-03,R501,JL,0 days 08:53:02
24.40,1112482,2023-02-03,Y501,JL,0 days 08:55:38
26.62,1112485,2023-02-03,Y502,JL,0 days 08:56:52
19.58,1112489,2023-02-03,W600,WS,0 days 12:44:15
23.62,1112606,2023-02-04,R501,ER,0 days 06:12:06
24.30,1112612,2023-02-04,Y501,ER,0 days 06:16:28
26.82,1112615,2023-02-04,Y502,ER,0 days 06:18:02
20.78,1112655,2023-02-04,W600,WS,0 days 16:27:44
23.78,1112748,2023-02-05,R501,ER,0 days 06:10:41
23.99,1112754,2023-02-05,Y501,ER,0 days 06:15:30
26.80,1112757,2023-02-05,Y502,ER,0 days 06:17:09
0.00,1112833,2023-02-05,W600,FW,0 days 23:52:02
23.63,1112905,2023-02-06,R501,JL,0 days 08:40:34
23.50,1112912,2023-02-06,Y501,JL,0 days 08:44:05
26.57,1112915,2023-02-06,Y502,JL,0 days 08:45:24
21.02,1112919,2023-02-06,W600,WS,0 days 14:16:58
23.61,1113043,2023-02-07,R501,JL,0 days 09:08:25
23.70,1113047,2023-02-07,Y501,JL,0 days 09:10:39
26.80,1113049,2023-02-07,Y502,JL,0 days 09:11:40
20.63,1113053,2023-02-07,W600,WS,0 days 12:40:53
23.50,1113155,2023-02-08,Y501,ER,0 days 10:11:11
26.05,1113157,2023-02-08,Y502,ER,0 days 10:12:35
23.90,1113159,2023-02-08,R501,ER,0 days 10:17:45
20.44,1113168,2023-02-08,W600,WS,0 days 11:32:22
23.90,1113286,2023-02-09,R501,JL,0 days 09:04:13
23.90,1113291,2023-02-09,Y501,JL,0 days 09:07:09
26.31,1113292,2023-02-09,Y502,JL,0 days 09:07:43
20.08,1113313,2023-02-09,W600,WS,0 days 13:14:11
23.99,1113436,2023-02-10,R501,JL,0 days 09:26:07
23.59,1113442,2023-02-10,Y501,JL,0 days 09:30:08
26.12,1113444,2023-02-10,Y502,JL,0 days 09:31:15
19.98,1113450,2023-02-10,W600,WS,0 days 13:15:45
24.31,1113544,2023-02-11,R501,ER,0 days 06:03:27
23.70,1113551,2023-02-11,Y501,ER,0 days 06:08:17
26.12,1113553,2023-02-11,Y502,ER,0 days 06:09:31
19.91,1113566,2023-02-11,W600,WS,0 days 11:07:26
23.83,1113680,2023-02-12,R501,ER,0 days 07:19:34
23.50,1113687,2023-02-12,Y501,ER,0 days 07:25:53
26.36,1113690,2023-02-12,Y502,ER,0 days 07:28:04
0.00,1113761,2023-02-12,W600,FW,0 days 23:52:44
23.97,1113823,2023-02-13,R501,JL,0 days 08:49:31
23.49,1113827,2023-02-13,Y501,JL,0 days 08:51:56
26.56,1113829,2023-02-13,Y502,JL,0 days 08:52:52
21.15,1113846,2023-02-13,W600,WS,0 days 12:30:21
23.78,1113959,2023-02-14,R501,JL,0 days 09:03:14
23.40,1113965,2023-02-14,Y501,JL,0 days 09:06:11
26.63,1113967,2023-02-14,Y502,JL,0 days 09:07:14
20.85,1113984,2023-02-14,W600,WS,0 days 12:41:26
23.81,1114063,2023-02-15,R501,JL,0 days 08:53:36
26.91,1114068,2023-02-15,Y502,JL,0 days 08:57:11
23.72,1114071,2023-02-15,Y501,JL,0 days 08:58:27
20.71,1114090,2023-02-15,W600,WS,0 days 13:05:22
23.40,1114153,2023-02-16,R501,JL,0 days 08:35:46
23.60,1114162,2023-02-16,Y501,JL,0 days 08:38:51
26.78,1114165,2023-02-16,Y502,JL,0 days 08:39:59
20.24,1114179,2023-02-16,W600,WS,0 days 13:26:47
23.44,1114287,2023-02-17,R501,ER,0 days 07:58:25
23.70,1114293,2023-02-17,Y501,ER,0 days 08:03:56
26.79,1114296,2023-02-17,Y502,ER,0 days 08:05:22
20.32,1114317,2023-02-17,W600,WS,0 days 12:08:39
23.10,1114420,2023-02-18,R501,ER,0 days 08:00:35
24.00,1114427,2023-02-18,Y501,ER,0 days 08:06:21
26.77,1114429,2023-02-18,Y502,ER,0 days 08:07:44
20.20,1114432,2023-02-18,W600,WS,0 days 11:41:29
22.71,1114483,2023-02-19,R501,ER,0 days 07:49:20
24.65,1114491,2023-02-19,Y501,ER,0 days 07:57:07
26.87,1114495,2023-02-19,Y502,ER,0 days 07:59:15
0.00,1114574,2023-02-19,W600,FW,0 days 23:53:32
22.63,1114624,2023-02-20,R501,JL,0 days 09:27:13
24.92,1114634,2023-02-20,Y501,JL,0 days 09:32:45
27.12,1114636,2023-02-20,Y502,JL,0 days 09:33:43
21.82,1114644,2023-02-20,W600,JL,0 days 09:38:08
22.71,1114784,2023-02-21,R501,JL,0 days 10:05:41
27.13,1114789,2023-02-21,Y502,JL,0 days 10:08:12
24.57,1114791,2023-02-21,Y501,JL,0 days 10:09:02
21.04,1114795,2023-02-21,W600,JL,0 days 10:18:45
23.25,1114910,2023-02-22,R501,ER,0 days 09:09:55
24.91,1114915,2023-02-22,Y501,ER,0 days 11:30:54
27.17,1114918,2023-02-22,Y502,ER,0 days 11:32:33
20.86,1114929,2023-02-22,W600,ER,0 days 13:00:18
23.32,1115025,2023-02-23,R501,JL,0 days 09:30:09
27.61,1115032,2023-02-23,Y502,JL,0 days 09:36:06
25.34,1115035,2023-02-23,Y501,JL,0 days 09:37:22
21.04,1115037,2023-02-23,W600,JL,0 days 09:39:38
23.46,1115164,2023-02-24,R501,ER,0 days 09:48:56
24.87,1115177,2023-02-24,Y501,ER,0 days 12:10:42
27.34,1115181,2023-02-24,Y502,ER,0 days 12:13:10
20.42,1115188,2023-02-24,W600,ER,0 days 13:24:56
23.81,1115283,2023-02-25,R501,ER,0 days 07:48:21
25.40,1115291,2023-02-25,Y501,ER,0 days 09:09:30
27.52,1115292,2023-02-25,Y502,ER,0 days 09:11:16
20.48,1115298,2023-02-25,W600,ER,0 days 09:14:22
23.80,1115416,2023-02-26,R501,ER,0 days 08:06:47
25.01,1115421,2023-02-26,Y501,ER,0 days 10:27:05
27.02,1115422,2023-02-26,Y502,ER,0 days 10:28:19
20.26,1115434,2023-02-26,W600,ER,0 days 11:38:58
23.98,1115543,2023-02-27,R501,JL,0 days 09:41:32
24.92,1115549,2023-02-27,Y501,JL,0 days 09:44:51
26.97,1115552,2023-02-27,Y502,JL,0 days 09:45:52
20.33,1115555,2023-02-27,W600,JL,0 days 09:47:57
25.26,1115614,2023-02-28,Y501,JL,0 days 09:22:59
26.99,1115616,2023-02-28,Y502,JL,0 days 09:23:50
24.59,1115621,2023-02-28,R501,JL,0 days 09:25:16
19.86,1115628,2023-02-28,W600,JL,0 days 09:31:29
25.21,1115745,2023-03-01,R501,ER,0 days 07:49:48
25.51,1115752,2023-03-01,Y501,ER,0 days 07:56:02
26.70,1115755,2023-03-01,Y502,ER,0 days 07:58:10
19.89,1115756,2023-03-01,W600,ER,0 days 07:59:46
24.98,1115863,2023-03-02,R501,JL,0 days 09:36:39
26.11,1115866,2023-03-02,Y502,JL,0 days 09:38:01
25.09,1115870,2023-03-02,Y501,JL,0 days 09:40:08
19.85,1115871,2023-03-02,W600,JL,0 days 09:42:51
25.09,1115988,2023-03-03,R501,JL,0 days 09:38:55
25.31,1115995,2023-03-03,Y501,JL,0 days 09:44:48
26.12,1115997,2023-03-03,Y502,JL,0 days 09:46:26
19.65,1116003,2023-03-03,W600,JL,0 days 09:50:56
25.00,1116040,2023-03-04,R501,ER,0 days 00:00:00
25.10,1116046,2023-03-04,Y501,ER,0 days 00:00:00
26.50,1116047,2023-03-04,Y502,ER,0 days 00:00:00
19.90,1116049,2023-03-04,W600,ER,0 days 00:00:00
24.31,1116191,2023-03-05,R501,ER,0 days 08:49:14
24.64,1116199,2023-03-05,Y501,ER,0 days 11:07:32
26.16,1116201,2023-03-05,Y502,ER,0 days 11:09:39
19.58,1116237,2023-03-05,W600,ER,0 days 12:35:52
24.15,1116323,2023-03-06,R501,JL,0 days 09:10:58
25.31,1116332,2023-03-06,Y501,JL,0 days 09:14:30
26.65,1116333,2023-03-06,Y502,JL,0 days 09:15:10
19.99,1116339,2023-03-06,W600,JL,0 days 09:18:56
24.30,1116454,2023-03-07,R501,JL,0 days 09:05:35
25.70,1116459,2023-03-07,Y501,JL,0 days 09:08:03
26.97,1116461,2023-03-07,Y502,JL,0 days 09:08:45
20.04,1116466,2023-03-07,W600,JL,0 days 09:10:48
24.82,1116581,2023-03-08,R501,ER,0 days 08:44:40
25.48,1116587,2023-03-08,Y501,ER,0 days 12:13:28
26.23,1116590,2023-03-08,Y502,ER,0 days 12:16:02
20.08,1116593,2023-03-08,W600,ER,0 days 13:25:33
25.54,1116700,2023-03-09,R501,JL,0 days 09:07:12
25.80,1116705,2023-03-09,Y501,JL,0 days 09:09:34
27.01,1116709,2023-03-09,Y502,JL,0 days 09:11:02
21.03,1116713,2023-03-09,W600,JL,0 days 09:12:43
25.58,1116829,2023-03-10,R501,ER,0 days 08:04:04
25.49,1116836,2023-03-10,Y501,ER,0 days 10:32:32
26.54,1116837,2023-03-10,Y502,ER,0 days 10:33:50
20.71,1116848,2023-03-10,W600,ER,0 days 11:44:15
25.50,1116930,2023-03-11,R501,ER,0 days 09:36:29
24.61,1116977,2023-03-11,Y501,AB,0 days 12:08:26
26.39,1116978,2023-03-11,Y502,AB,0 days 12:09:34
20.37,1116980,2023-03-11,W600,AB,0 days 13:22:27
25.85,1117063,2023-03-12,R501,ER,0 days 09:27:44
24.40,1117075,2023-03-12,Y501,ER,0 days 12:00:28
26.40,1117076,2023-03-12,Y502,ER,0 days 12:01:17
20.51,1117110,2023-03-12,W600,AB,0 days 13:11:59
26.04,1117191,2023-03-13,R501,JL,0 days 09:02:27
24.10,1117195,2023-03-13,Y501,JL,0 days 10:07:26
26.65,1117196,2023-03-13,Y502,JL,0 days 10:07:58
20.59,1117198,2023-03-13,W600,JL,0 days 10:09:08
26.11,1117314,2023-03-14,R501,JL,0 days 09:00:38
24.19,1117322,2023-03-14,Y501,JL,0 days 09:05:10
26.70,1117323,2023-03-14,Y502,JL,0 days 09:05:58
20.54,1117326,2023-03-14,W600,JL,0 days 09:07:46
26.51,1117440,2023-03-15,R501,ER,0 days 08:50:46
23.34,1117448,2023-03-15,Y501,ER,0 days 11:20:58
26.30,1117449,2023-03-15,Y502,ER,0 days 11:21:58
20.29,1117458,2023-03-15,W600,ER,0 days 12:35:42
26.39,1117545,2023-03-16,R501,ER,0 days 09:17:16
23.15,1117553,2023-03-16,Y501,ER,0 days 11:43:54
25.90,1117555,2023-03-16,Y502,ER,0 days 11:45:32
20.32,1117556,2023-03-16,W600,ER,0 days 12:57:45
26.54,1117624,2023-03-17,R501,ER,0 days 08:35:51
23.34,1117631,2023-03-17,Y501,ER,0 days 09:53:58
26.10,1117634,2023-03-17,Y502,ER,0 days 09:55:36
20.70,1117636,2023-03-17,W600,ER,0 days 09:58:49
26.03,1117719,2023-03-18,R501,ER,0 days 10:48:54
23.07,1117762,2023-03-18,Y501,AB,0 days 13:12:36
26.12,1117763,2023-03-18,Y502,AB,0 days 13:14:14
21.01,1117780,2023-03-18,W600,AB,0 days 14:29:45
26.27,1117848,2023-03-19,R501,ER,0 days 10:56:25
22.93,1117903,2023-03-19,Y501,AB,0 days 14:45:58
25.53,1117907,2023-03-19,Y502,AB,0 days 14:48:04
20.70,1117909,2023-03-19,W600,AB,0 days 15:58:18
26.43,1117975,2023-03-20,R501,JL,0 days 09:24:52
22.80,1117979,2023-03-20,Y501,JL,0 days 09:27:25
25.89,1117981,2023-03-20,Y502,JL,0 days 09:28:23
21.21,1117985,2023-03-20,W600,JL,0 days 09:31:05
26.69,1118098,2023-03-21,R501,JL,0 days 08:57:47
22.99,1118104,2023-03-21,Y501,JL,0 days 09:00:40
26.01,1118105,2023-03-21,Y502,JL,0 days 09:01:22
20.63,1118109,2023-03-21,W600,JL,0 days 09:03:41
26.88,1118217,2023-03-22,R501,ER,0 days 08:35:48
22.98,1118224,2023-03-22,Y501,ER,0 days 08:40:47
25.89,1118226,2023-03-22,Y502,ER,0 days 08:42:11
20.50,1118229,2023-03-22,W600,ER,0 days 08:44:13
26.79,1118315,2023-03-23,R501,JL,0 days 08:56:33
25.69,1118323,2023-03-23,Y502,JL,0 days 09:01:08
23.30,1118324,2023-03-23,Y501,JL,0 days 09:01:58
20.83,1118329,2023-03-23,W600,JL,0 days 09:04:28
26.96,1118442,2023-03-24,R501,ER,0 days 08:04:13
23.29,1118449,2023-03-24,Y501,ER,0 days 08:11:36
25.38,1118450,2023-03-24,Y502,ER,0 days 08:12:43
21.10,1118453,2023-03-24,W600,ER,0 days 08:15:42
26.70,1118543,2023-03-25,R501,ER,0 days 10:48:29
23.02,1118584,2023-03-25,Y501,AB,0 days 13:08:11
25.37,1118586,2023-03-25,Y502,AB,0 days 13:09:40
20.66,1118603,2023-03-25,W600,AB,0 days 14:55:39
26.99,1118667,2023-03-26,R501,ER,0 days 07:36:27
23.61,1118675,2023-03-26,Y501,ER,0 days 07:41:58
25.90,1118678,2023-03-26,Y502,ER,0 days 07:43:22
21.06,1118680,2023-03-26,W600,ER,0 days 07:44:23
26.37,1118727,2023-03-27,R501,JL,0 days 10:14:43
23.31,1118732,2023-03-27,Y501,JL,0 days 10:17:33
25.73,1118733,2023-03-27,Y502,JL,0 days 10:18:18
21.08,1118737,2023-03-27,W600,JL,0 days 10:20:36
25.86,1118824,2023-03-28,R501,JL,0 days 10:22:03
23.22,1118830,2023-03-28,Y501,JL,0 days 10:25:27
25.95,1118831,2023-03-28,Y502,JL,0 days 10:26:02
21.43,1118834,2023-03-28,W600,JL,0 days 10:27:29
26.32,1118919,2023-03-29,R501,WS,0 days 10:31:26
23.59,1118924,2023-03-29,Y501,WS,0 days 10:46:18
25.24,1118928,2023-03-29,Y502,WS,0 days 10:49:25
21.38,1118930,2023-03-29,W600,WS,0 days 10:52:13
25.87,1119016,2023-03-30,R501,ER,0 days 08:17:13
23.27,1119023,2023-03-30,Y501,ER,0 days 10:36:35
24.84,1119026,2023-03-30,Y502,ER,0 days 10:37:43
21.30,1119027,2023-03-30,W600,ER,0 days 11:51:46
25.83,1119172,2023-03-31,R501,WS,0 days 10:10:24
23.19,1119177,2023-03-31,Y501,WS,0 days 10:15:59
25.03,1119179,2023-03-31,Y502,WS,0 days 10:17:51
21.31,1119182,2023-03-31,W600,WS,0 days 10:21:00
25.37,1119281,2023-04-01,R501,ER,0 days 10:49:29
23.06,1119336,2023-04-01,Y501,AB,0 days 15:02:00
24.42,1119338,2023-04-01,Y502,AB,0 days 15:02:49
20.98,1119340,2023-04-01,W600,AB,0 days 16:15:11
25.93,1119410,2023-04-02,R501,ER,0 days 10:49:48
23.19,1119453,2023-04-02,Y501,AB,0 days 13:10:43
24.40,1119454,2023-04-02,Y502,AB,0 days 13:11:35
20.78,1119471,2023-04-02,W600,AB,0 days 14:22:03
25.99,1119538,2023-04-03,R501,JL,0 days 11:11:16
23.35,1119554,2023-04-03,Y501,JL,0 days 11:57:40
24.20,1119556,2023-04-03,Y502,JL,0 days 11:58:25
21.03,1119559,2023-04-03,W600,JL,0 days 11:59:47
25.97,1119663,2023-04-04,R501,JL,0 days 09:48:47
23.41,1119667,2023-04-04,Y501,JL,0 days 09:51:01
24.01,1119670,2023-04-04,Y502,JL,0 days 09:51:52
21.17,1119675,2023-04-04,W600,JL,0 days 09:54:24
25.76,1119782,2023-04-05,R501,ER,0 days 07:28:36
23.27,1119788,2023-04-05,Y501,ER,0 days 09:59:43
24.01,1119789,2023-04-05,Y502,ER,0 days 10:00:48
21.33,1119802,2023-04-05,W600,ER,0 days 11:29:00
25.70,1119884,2023-04-06,R501,JL,0 days 10:01:40
